Shipping_id,order_id,shipping_date,return_date,shipping_provider,delivery_status
575,575,2024-03-12,,Delhivery,In Transit
576,576,2024-11-18,2024-11-25,BlueDart,In Transit
577,577,2024-09-06,,DTDC,Delivered
578,578,2024-10-25,,Ecom Express,Delivered
579,579,2024-07-24,2024-07-30,BlueDart,Delivered
580,580,2024-05-28,,Ecom Express,In Transit
581,581,2024-06-21,,BlueDart,Returned
582,582,2024-07-13,,DTDC,Returned
583,583,2024-03-23,2024-03-29,Delhivery,Returned
584,584,2024-03-09,,Ecom Express,Delivered
585,585,2024-11-20,2024-11-26,Delhivery,Returned
586,586,2024-03-23,,Ecom Express,Delivered
587,587,2024-12-15,2024-12-21,Delhivery,In Transit
588,588,2024-11-03,2024-11-06,BlueDart,Delivered
589,589,2024-12-24,,Ecom Express,Returned
590,590,2024-11-23,2024-11-26,BlueDart,Returned
591,591,2024-04-21,,BlueDart,In Transit
592,592,2024-09-19,2024-09-29,Delhivery,Returned
593,593,2024-01-20,2024-01-26,DTDC,Delivered
594,594,2024-11-03,,Ecom Express,Returned
595,595,2024-08-03,,Ecom Express,Delivered
596,596,2024-04-24,,DTDC,Delivered
597,597,2024-11-28,,DTDC,Returned
598,598,2024-03-25,,Ecom Express,Delivered
599,599,2024-11-05,,BlueDart,In Transit
600,600,2024-08-29,,Delhivery,In Transit
601,601,2024-05-24,,Delhivery,Returned
602,602,2024-04-29,2024-05-09,Delhivery,Returned
603,603,2024-11-29,,Ecom Express,Delivered
604,604,2024-07-05,2024-07-10,Delhivery,In Transit
605,605,2024-08-17,,Ecom Express,Delivered
606,606,2024-02-13,,DTDC,Delivered
607,607,2024-03-13,,Ecom Express,In Transit
608,608,2024-11-24,,DTDC,Returned
609,609,2024-04-06,2024-04-13,DTDC,Returned
610,610,2024-03-17,,BlueDart,In Transit
611,611,2024-03-19,,Ecom Express,In Transit
612,612,2024-07-19,,Delhivery,Delivered
613,613,2024-05-23,,BlueDart,In Transit
614,614,2024-04-11,2024-04-15,BlueDart,In Transit
615,615,2024-09-26,2024-10-02,Delhivery,Returned
616,616,2024-09-02,,BlueDart,Delivered
617,617,2024-10-16,,DTDC,Returned
618,618,2024-05-11,,Ecom Express,Returned
619,619,2024-10-07,,DTDC,In Transit
620,620,2024-02-05,,Delhivery,In Transit
621,621,2024-07-21,,DTDC,Delivered
622,622,2024-01-15,,BlueDart,Returned
623,623,2024-10-18,,Delhivery,Returned
624,624,2024-05-02,2024-05-06,BlueDart,Delivered
625,625,2024-08-02,,DTDC,Returned
626,626,2024-09-29,2024-10-07,Ecom Express,Delivered
627,627,2024-11-15,2024-11-22,BlueDart,Returned
628,628,2024-01-03,,BlueDart,In Transit
629,629,2024-10-12,,BlueDart,In Transit
630,630,2024-12-11,2024-12-17,BlueDart,Returned
631,631,2024-12-25,2025-01-02,BlueDart,In Transit
632,632,2024-10-01,,Delhivery,Delivered
633,633,2024-01-02,2024-01-08,BlueDart,Returned
634,634,2024-06-10,,Ecom Express,Delivered
635,635,2024-01-01,,DTDC,In Transit
636,636,2024-04-12,,DTDC,Delivered
637,637,2024-10-16,,Delhivery,Returned
638,638,2024-07-03,,Ecom Express,Delivered
639,639,2024-12-13,,BlueDart,Returned
640,640,2024-11-13,2024-11-22,DTDC,Delivered
641,641,2024-11-10,,Delhivery,Delivered
642,642,2024-01-22,,DTDC,Delivered
643,643,2024-08-25,2024-08-30,DTDC,In Transit
644,644,2024-06-09,,Ecom Express,In Transit
645,645,2024-06-29,,BlueDart,Returned
646,646,2024-05-12,2024-05-20,Ecom Express,Returned
647,647,2024-11-26,,BlueDart,Returned
648,648,2024-08-15,,DTDC,In Transit
649,649,2024-09-02,,DTDC,Returned
650,650,2024-05-23,,BlueDart,Returned
651,651,2024-03-11,2024-03-18,Delhivery,Returned
652,652,2024-08-05,,Ecom Express,In Transit
653,653,2024-11-30,,BlueDart,In Transit
654,654,2024-03-05,,BlueDart,Returned
655,655,2024-08-27,,Ecom Express,Delivered
656,656,2024-03-13,,Delhivery,In Transit
657,657,2024-06-30,,Ecom Express,Delivered
658,658,2024-05-09,,BlueDart,Returned
659,659,2024-07-04,,DTDC,Returned
660,660,2024-01-07,,Ecom Express,Returned
661,661,2024-04-25,,Delhivery,Returned
662,662,2024-02-03,,Delhivery,In Transit
663,663,2024-07-02,,BlueDart,Returned
664,664,2024-02-20,,Delhivery,In Transit
665,665,2024-10-08,2024-10-15,BlueDart,Delivered
666,666,2024-02-03,,Ecom Express,Delivered
667,667,2024-10-20,,Ecom Express,Returned
668,668,2024-12-02,,Ecom Express,Delivered
669,669,2024-02-08,2024-02-16,BlueDart,In Transit
670,670,2024-08-05,,DTDC,In Transit
671,671,2024-04-24,,Ecom Express,In Transit
672,672,2024-01-25,,Ecom Express,Returned
673,673,2024-11-13,2024-11-22,BlueDart,Returned
674,674,2024-09-15,,Delhivery,Returned
675,675,2024-07-02,2024-07-11,Delhivery,Returned
676,676,2024-07-15,2024-07-22,Delhivery,In Transit
677,677,2024-10-01,,DTDC,In Transit
678,678,2024-06-22,,Ecom Express,Delivered
679,679,2024-02-21,,BlueDart,Delivered
680,680,2024-04-08,,BlueDart,In Transit
681,681,2024-07-10,,DTDC,In Transit
682,682,2024-08-31,,Delhivery,Returned
683,683,2024-03-16,,DTDC,In Transit
684,684,2024-02-26,,DTDC,In Transit
685,685,2024-01-19,2024-01-28,DTDC,In Transit
686,686,2024-03-26,2024-04-02,BlueDart,In Transit
687,687,2024-08-25,,DTDC,Delivered
688,688,2024-09-12,,Delhivery,In Transit
689,689,2024-08-17,2024-08-21,Ecom Express,Delivered
690,690,2024-06-16,,Delhivery,Returned
691,691,2024-10-11,2024-10-14,Delhivery,Delivered
692,692,2024-04-15,,DTDC,In Transit
693,693,2024-05-16,,Ecom Express,Delivered
694,694,2024-04-27,,Delhivery,Returned
695,695,2024-11-16,2024-11-22,BlueDart,In Transit
696,696,2024-09-01,,Ecom Express,Delivered
697,697,2024-06-18,2024-06-25,Delhivery,Delivered
698,698,2024-04-29,2024-05-03,Ecom Express,Delivered
699,699,2024-02-18,2024-02-26,Delhivery,Returned
700,700,2024-05-25,2024-06-01,Delhivery,Delivered
701,701,2024-01-19,,BlueDart,Delivered
702,702,2024-10-20,,Delhivery,Delivered
703,703,2024-07-26,2024-07-30,BlueDart,Returned
704,704,2024-08-03,,DTDC,Delivered
705,705,2024-05-26,,Delhivery,In Transit
706,706,2024-10-24,,BlueDart,Delivered
707,707,2024-10-18,,Delhivery,In Transit
708,708,2024-09-12,,DTDC,Returned
709,709,2024-10-02,2024-10-12,Delhivery,Returned
710,710,2024-08-10,,DTDC,In Transit
711,711,2024-11-23,,DTDC,Returned
712,712,2024-09-07,,Ecom Express,In Transit
713,713,2024-03-27,,BlueDart,Returned
714,714,2024-07-10,2024-07-14,BlueDart,Returned
715,715,2024-01-02,2024-01-07,BlueDart,Returned
716,716,2024-02-17,,DTDC,Delivered
717,717,2024-10-15,,Ecom Express,Returned
718,718,2024-06-22,,BlueDart,Delivered
719,719,2024-09-06,,DTDC,Returned
720,720,2024-12-09,,Ecom Express,Returned
721,721,2024-08-16,,Delhivery,In Transit
722,722,2024-09-22,,Ecom Express,Returned
723,723,2024-12-09,,Ecom Express,Delivered
724,724,2024-10-08,2024-10-12,DTDC,In Transit
725,725,2024-02-26,,Ecom Express,Delivered
726,726,2024-09-22,,Delhivery,Returned
727,727,2024-10-09,,Delhivery,In Transit
728,728,2024-07-27,,BlueDart,Delivered
729,729,2024-04-18,,Delhivery,In Transit
730,730,2024-02-17,,Ecom Express,Returned
731,731,2024-01-23,,Ecom Express,In Transit
732,732,2024-01-08,2024-01-16,Ecom Express,In Transit
733,733,2024-01-24,,BlueDart,Delivered
734,734,2024-08-12,,BlueDart,Returned
735,735,2024-08-06,,BlueDart,Delivered
736,736,2024-05-15,,DTDC,Delivered
737,737,2024-03-31,,DTDC,Delivered
738,738,2024-12-10,,Ecom Express,In Transit
739,739,2024-02-14,2024-02-19,BlueDart,In Transit
740,740,2024-10-02,2024-10-08,Delhivery,Returned
741,741,2024-12-30,,Delhivery,Returned
742,742,2024-09-01,,DTDC,In Transit
743,743,2024-02-19,2024-02-27,DTDC,Returned
744,744,2024-01-03,,DTDC,Returned
745,745,2024-12-15,,BlueDart,In Transit
746,746,2024-07-05,,Ecom Express,In Transit
747,747,2024-10-16,,Delhivery,Delivered
748,748,2024-03-25,,BlueDart,In Transit
749,749,2024-03-01,,Delhivery,Returned
750,750,2024-12-25,,Ecom Express,Returned
751,751,2024-08-29,,DTDC,In Transit
752,752,2024-11-09,2024-11-14,DTDC,In Transit
753,753,2024-06-11,2024-06-17,Delhivery,Returned
754,754,2024-10-19,,BlueDart,Returned
755,755,2024-04-29,,BlueDart,Delivered
756,756,2024-05-12,2024-05-16,Ecom Express,Returned
757,757,2024-10-26,2024-10-29,Delhivery,Delivered
758,758,2024-02-07,,Delhivery,In Transit
759,759,2024-09-03,,DTDC,Returned
760,760,2024-03-26,,Delhivery,Delivered
761,761,2024-04-20,,BlueDart,In Transit
762,762,2024-05-28,,DTDC,Returned
763,763,2024-06-27,,DTDC,Returned
764,764,2024-03-02,,DTDC,Delivered
765,765,2024-06-21,,DTDC,Returned
766,766,2024-06-12,,BlueDart,In Transit
767,767,2024-09-21,2024-09-29,Delhivery,In Transit
768,768,2024-12-18,,Delhivery,Delivered
769,769,2024-08-24,,BlueDart,In Transit
770,770,2024-03-26,2024-03-29,BlueDart,Returned
771,771,2024-01-07,,BlueDart,Returned
772,772,2024-08-09,,DTDC,Delivered
773,773,2024-08-10,2024-08-20,Ecom Express,In Transit
774,774,2024-05-04,,DTDC,In Transit
775,775,2024-07-29,2024-08-01,DTDC,Returned
776,776,2024-08-15,,Delhivery,Delivered
777,777,2024-07-22,,DTDC,Delivered
778,778,2024-03-08,,DTDC,In Transit
779,779,2024-12-25,,Delhivery,In Transit
780,780,2024-09-18,,BlueDart,Returned
781,781,2024-01-31,,Ecom Express,Delivered
782,782,2024-08-25,2024-09-01,BlueDart,Delivered
783,783,2024-04-12,2024-04-18,Delhivery,Delivered
784,784,2024-03-19,2024-03-27,BlueDart,Delivered
785,785,2024-05-18,,Delhivery,Delivered
786,786,2024-10-24,,Delhivery,Delivered
787,787,2024-09-11,,BlueDart,Delivered
788,788,2024-01-07,2024-01-13,Ecom Express,Delivered
789,789,2024-08-09,,Delhivery,Returned
790,790,2024-01-03,,Ecom Express,Delivered
791,791,2024-01-12,2024-01-21,DTDC,In Transit
792,792,2024-06-06,,DTDC,In Transit
793,793,2024-12-09,,Ecom Express,In Transit
794,794,2024-06-22,,BlueDart,Returned
795,795,2024-03-21,2024-03-28,DTDC,In Transit
796,796,2024-03-17,2024-03-23,BlueDart,Delivered
797,797,2024-02-02,,Ecom Express,Delivered
798,798,2024-08-28,2024-09-06,BlueDart,Delivered
799,799,2024-05-13,,Delhivery,Delivered
800,800,2024-06-15,,Ecom Express,Returned
801,801,2024-09-06,,DTDC,Returned
802,802,2024-08-16,,DTDC,In Transit
803,803,2024-04-30,2024-05-05,Delhivery,Returned
804,804,2024-06-02,2024-06-07,Delhivery,In Transit
805,805,2024-09-04,,DTDC,In Transit
806,806,2024-03-29,2024-04-04,Delhivery,Delivered
807,807,2024-07-18,,Delhivery,Delivered
808,808,2024-09-26,,Delhivery,Delivered
809,809,2024-11-15,,DTDC,In Transit
810,810,2024-05-10,,Delhivery,In Transit
811,811,2024-07-27,2024-08-02,Ecom Express,In Transit
812,812,2024-05-15,2024-05-20,DTDC,Returned
813,813,2024-05-07,,Ecom Express,Returned
814,814,2024-01-13,,Ecom Express,In Transit
815,815,2024-09-01,,BlueDart,In Transit
816,816,2024-05-23,,DTDC,Returned
817,817,2024-11-12,,Ecom Express,In Transit
818,818,2024-10-26,,Ecom Express,Delivered
819,819,2024-01-05,,BlueDart,Delivered
820,820,2024-10-09,2024-10-17,DTDC,In Transit
821,821,2024-06-18,,DTDC,Delivered
822,822,2024-03-20,,Ecom Express,Returned
823,823,2024-12-28,,Delhivery,In Transit
824,824,2024-03-14,,Delhivery,In Transit
825,825,2024-12-22,2025-01-01,DTDC,Delivered
826,826,2024-02-24,,DTDC,Returned
827,827,2024-01-30,,BlueDart,Returned
828,828,2024-01-29,2024-02-02,BlueDart,Delivered
829,829,2024-04-26,,BlueDart,In Transit
830,830,2024-05-08,2024-05-15,DTDC,Returned
831,831,2024-06-28,2024-07-01,Ecom Express,Delivered
832,832,2024-06-14,,Delhivery,In Transit
833,833,2024-11-09,,Delhivery,Delivered
834,834,2024-05-19,,Delhivery,Returned
835,835,2024-08-19,,BlueDart,Delivered
836,836,2024-07-13,,DTDC,Returned
837,837,2024-09-12,,DTDC,In Transit
838,838,2024-06-09,,Delhivery,In Transit
839,839,2024-04-01,,DTDC,In Transit
840,840,2024-06-03,,BlueDart,Returned
841,841,2024-02-24,,DTDC,Delivered
842,842,2024-05-02,,BlueDart,Returned
843,843,2024-12-18,,Delhivery,In Transit
844,844,2024-05-22,2024-05-28,Ecom Express,Returned
845,845,2024-10-17,,Delhivery,Returned
846,846,2024-02-25,,BlueDart,Delivered
847,847,2024-03-12,,BlueDart,Delivered
848,848,2024-08-24,,DTDC,Delivered
849,849,2024-11-03,,Ecom Express,In Transit
850,850,2024-08-06,2024-08-13,BlueDart,Delivered
851,851,2024-02-13,2024-02-16,Ecom Express,In Transit
852,852,2024-10-25,,Delhivery,In Transit
853,853,2024-07-29,,DTDC,In Transit
854,854,2024-02-10,,Delhivery,Delivered
855,855,2024-04-29,,Delhivery,Returned
856,856,2024-04-06,,BlueDart,Delivered
857,857,2024-03-11,2024-03-18,BlueDart,Delivered
858,858,2024-07-28,2024-08-07,Delhivery,In Transit
859,859,2024-05-15,2024-05-25,BlueDart,In Transit
860,860,2024-03-03,2024-03-12,Ecom Express,In Transit
861,861,2024-10-30,2024-11-04,Ecom Express,Returned
862,862,2024-02-23,2024-02-26,BlueDart,In Transit
863,863,2024-12-08,,BlueDart,Returned
864,864,2024-08-28,2024-09-04,Delhivery,Delivered
865,865,2024-05-03,,DTDC,Delivered
866,866,2024-03-10,,Ecom Express,Returned
867,867,2024-04-28,,DTDC,Returned
868,868,2024-09-11,,DTDC,Returned
869,869,2024-10-02,,Delhivery,Delivered
870,870,2024-04-05,,BlueDart,Delivered
871,871,2024-09-17,2024-09-23,Delhivery,Returned
872,872,2024-09-30,,Delhivery,In Transit
873,873,2024-08-07,,BlueDart,Returned
874,874,2024-06-10,,DTDC,In Transit
875,875,2024-12-05,,BlueDart,In Transit
876,876,2024-09-19,,DTDC,In Transit
877,877,2024-12-16,,Delhivery,Delivered
878,878,2024-02-18,,Delhivery,Returned
879,879,2024-03-18,,Delhivery,In Transit
880,880,2024-07-10,,DTDC,In Transit
881,881,2024-06-24,,BlueDart,Returned
882,882,2024-01-10,,Ecom Express,Returned
883,883,2024-10-28,,Ecom Express,Returned
884,884,2024-01-20,,Ecom Express,Returned
885,885,2024-09-24,,Delhivery,In Transit
886,886,2024-05-23,,Ecom Express,Delivered
887,887,2024-08-04,2024-08-13,Delhivery,Returned
888,888,2024-04-20,,DTDC,In Transit
889,889,2024-08-05,2024-08-11,Ecom Express,In Transit
890,890,2024-12-19,,Delhivery,Returned
891,891,2024-01-19,,BlueDart,Delivered
892,892,2024-01-07,2024-01-16,Delhivery,Delivered
893,893,2024-06-28,,BlueDart,In Transit
894,894,2024-06-02,,DTDC,Returned
895,895,2024-10-01,2024-10-09,Ecom Express,In Transit
896,896,2024-11-18,,BlueDart,In Transit
897,897,2024-11-17,,BlueDart,Delivered
898,898,2024-05-29,,BlueDart,In Transit
899,899,2024-12-12,,Ecom Express,Delivered
900,900,2024-07-25,,DTDC,Returned
901,901,2024-03-15,,Delhivery,In Transit
902,902,2024-06-18,,BlueDart,In Transit
903,903,2024-08-11,2024-08-14,DTDC,Returned
904,904,2024-03-31,,DTDC,In Transit
905,905,2024-07-12,2024-07-21,Ecom Express,In Transit
906,906,2024-02-14,,Ecom Express,Returned
907,907,2024-07-17,,Ecom Express,Delivered
908,908,2024-08-16,,BlueDart,Delivered
909,909,2024-11-25,,Delhivery,In Transit
910,910,2024-07-27,,Delhivery,Delivered
911,911,2024-11-25,,BlueDart,Returned
912,912,2024-11-24,2024-11-29,DTDC,In Transit
913,913,2024-07-02,2024-07-10,Delhivery,In Transit
914,914,2024-08-23,,Ecom Express,Returned
915,915,2024-11-20,,BlueDart,Delivered
916,916,2024-09-23,,Ecom Express,Delivered
917,917,2024-07-08,,BlueDart,Returned
918,918,2024-08-03,,Delhivery,Returned
919,919,2024-03-15,,DTDC,Delivered
920,920,2024-11-25,2024-12-05,DTDC,Delivered
921,921,2024-06-03,,DTDC,Delivered
922,922,2024-10-25,,Ecom Express,Delivered
923,923,2024-05-31,,DTDC,Returned
924,924,2024-11-04,,Ecom Express,Delivered
925,925,2024-03-12,2024-03-21,Ecom Express,Returned
926,926,2024-04-13,,Delhivery,Returned
927,927,2024-05-30,,BlueDart,Returned
928,928,2024-09-08,,Delhivery,In Transit
929,929,2024-02-17,,DTDC,Returned
930,930,2024-10-22,,DTDC,In Transit
931,931,2024-02-23,,Delhivery,Returned
932,932,2024-10-27,,DTDC,In Transit
933,933,2024-03-31,,Delhivery,Returned
934,934,2024-09-14,,Ecom Express,Returned
935,935,2024-04-02,,Ecom Express,Returned
936,936,2024-01-09,,Delhivery,In Transit
937,937,2024-08-27,,Ecom Express,In Transit
938,938,2024-09-22,2024-09-28,Delhivery,In Transit
939,939,2024-01-06,,Delhivery,Delivered
940,940,2024-02-08,,Ecom Express,Delivered
941,941,2024-02-20,,Delhivery,In Transit
942,942,2024-09-15,2024-09-21,BlueDart,Returned
943,943,2024-12-04,2024-12-12,Delhivery,Delivered
944,944,2024-04-10,,Ecom Express,In Transit
945,945,2024-04-19,,Delhivery,Delivered
946,946,2024-02-02,,Ecom Express,Returned
947,947,2024-03-30,,BlueDart,In Transit
948,948,2024-06-20,,Ecom Express,Delivered
949,949,2024-10-03,,DTDC,Returned
950,950,2024-01-01,2024-01-11,Ecom Express,Delivered
951,951,2024-01-02,,Delhivery,Returned
952,952,2024-08-15,,Delhivery,Returned
953,953,2024-11-28,,BlueDart,Delivered
954,954,2024-07-02,,BlueDart,Delivered
955,955,2024-08-22,,DTDC,Delivered
956,956,2024-09-23,2024-10-01,DTDC,Delivered
957,957,2024-01-21,,BlueDart,Delivered
958,958,2024-03-01,,DTDC,Delivered
959,959,2024-08-30,,DTDC,Delivered
960,960,2024-11-23,,Ecom Express,In Transit
961,961,2024-07-11,,DTDC,In Transit
962,962,2024-12-05,2024-12-15,DTDC,In Transit
963,963,2024-04-07,2024-04-13,DTDC,Returned
964,964,2024-10-03,,Delhivery,Delivered
965,965,2024-10-29,,BlueDart,Delivered
966,966,2024-08-29,,Ecom Express,Delivered
967,967,2024-10-26,2024-11-01,BlueDart,Returned
968,968,2024-11-25,,DTDC,Delivered
969,969,2024-10-26,,DTDC,Delivered
970,970,2024-05-27,2024-06-04,BlueDart,Delivered
971,971,2024-11-03,,Ecom Express,Delivered
972,972,2024-07-15,,Ecom Express,Delivered
973,973,2024-07-14,2024-07-19,DTDC,Delivered
974,974,2024-06-04,2024-06-13,BlueDart,In Transit
975,975,2024-12-15,,DTDC,In Transit
976,976,2024-05-29,2024-06-08,BlueDart,In Transit
977,977,2024-03-07,,DTDC,Returned
978,978,2024-10-02,2024-10-11,BlueDart,In Transit
979,979,2024-01-19,,DTDC,In Transit
980,980,2024-02-24,2024-03-03,DTDC,In Transit
981,981,2024-09-09,,DTDC,In Transit
982,982,2024-03-15,,Delhivery,In Transit
983,983,2024-08-06,,DTDC,Returned
984,984,2024-10-02,,Ecom Express,In Transit
985,985,2024-02-21,,Ecom Express,Delivered
986,986,2024-06-09,,BlueDart,In Transit
987,987,2024-04-10,,DTDC,Delivered
988,988,2024-09-03,,DTDC,In Transit
989,989,2024-02-14,2024-02-19,Delhivery,Returned
990,990,2024-05-29,,Ecom Express,In Transit
991,991,2024-04-12,,BlueDart,Delivered
992,992,2024-01-06,,BlueDart,In Transit
993,993,2024-08-18,2024-08-22,DTDC,Delivered
994,994,2024-05-20,,DTDC,In Transit
995,995,2024-09-20,2024-09-23,BlueDart,Returned
996,996,2024-11-24,,BlueDart,In Transit
997,997,2024-05-30,,Ecom Express,Delivered
998,998,2024-08-08,,BlueDart,Delivered
999,999,2024-04-01,,Delhivery,Delivered
1000,1000,2024-05-12,,Delhivery,In Transit
1001,1001,2024-02-19,2024-02-27,DTDC,In Transit
1002,1002,2024-02-11,2024-02-15,Ecom Express,Delivered
1003,1003,2024-03-01,,Delhivery,In Transit
1004,1004,2024-09-01,2024-09-09,Delhivery,Delivered
1005,1005,2024-01-31,2024-02-05,BlueDart,In Transit
1006,1006,2024-03-13,2024-03-21,BlueDart,Returned
1007,1007,2024-07-11,,BlueDart,Delivered
1008,1008,2024-03-02,2024-03-12,Delhivery,Returned
1009,1009,2024-12-12,,Delhivery,In Transit
1010,1010,2024-08-13,,BlueDart,Delivered
1011,1011,2024-06-08,,DTDC,Returned
1012,1012,2024-02-09,2024-02-15,Ecom Express,Returned
1013,1013,2024-06-02,,DTDC,Delivered
1014,1014,2024-02-02,,BlueDart,Delivered
1015,1015,2024-08-18,,BlueDart,Returned
1016,1016,2024-08-15,,DTDC,Delivered
1017,1017,2024-05-25,,DTDC,Delivered
1018,1018,2024-10-25,,Delhivery,Delivered
1019,1019,2024-01-24,2024-01-31,BlueDart,Delivered
1020,1020,2024-10-28,2024-10-31,BlueDart,Delivered
1021,1021,2024-04-30,,BlueDart,In Transit
1022,1022,2024-09-12,2024-09-19,Delhivery,Returned
1023,1023,2024-06-21,2024-06-27,DTDC,Delivered
1024,1024,2024-07-25,2024-07-28,Delhivery,Delivered
1025,1025,2024-03-03,,BlueDart,Delivered
1026,1026,2024-02-01,,DTDC,In Transit
1027,1027,2024-01-31,,Ecom Express,Returned
1028,1028,2024-02-22,,Ecom Express,In Transit
1029,1029,2024-09-26,,Delhivery,Returned
1030,1030,2024-11-27,2024-12-06,Ecom Express,Delivered
1031,1031,2024-02-18,,BlueDart,Returned
1032,1032,2024-02-02,2024-02-10,BlueDart,In Transit
1033,1033,2024-01-24,,DTDC,Delivered
1034,1034,2024-06-23,,Delhivery,Delivered
1035,1035,2024-02-18,,Ecom Express,In Transit
1036,1036,2024-04-21,,DTDC,In Transit
1037,1037,2024-07-15,,Ecom Express,In Transit
1038,1038,2024-08-02,,BlueDart,In Transit
1039,1039,2024-11-20,,BlueDart,Returned
1040,1040,2024-04-13,2024-04-16,Delhivery,In Transit
1041,1041,2024-04-09,,Ecom Express,Returned
1042,1042,2024-03-27,,Delhivery,Returned
1043,1043,2024-12-12,2024-12-15,Delhivery,Returned
1044,1044,2024-03-29,,DTDC,Delivered
1045,1045,2024-02-11,2024-02-21,DTDC,Returned
1046,1046,2024-07-11,,Delhivery,In Transit
1047,1047,2024-09-26,,Ecom Express,In Transit
1048,1048,2024-08-03,,Delhivery,In Transit
1049,1049,2024-02-29,,Ecom Express,Returned
1050,1050,2024-12-03,,BlueDart,Returned
1051,1051,2024-08-09,,BlueDart,In Transit
